Phase,AgentID,Starting Room Name,Starting Node,Room Name,Path,Agent Type,Environmental Preference,Circulation Preference,Spatial Preference,Target Normalized Degree Centrality,Target Normalized Closeness Centrality,Target Normalized Betweenness Centrality,Target Normalized PageRank,Target Normalized Clustering,Target Normalized Core Number,Target Normalized Circulation Index,Target Normalized Occupancy,Target Normalized Isovist Area,Target Normalized Perimeter,Target Normalized Compactness,Target Normalized Circularity,Target Normalized Convex Deficiency,Target Normalized Occlusivity,Target Normalized Skewness,Target Normalized Dispersion,Target Normalized Elongation,Target Normalized Incident Radiation,Target Normalized Sunlight Hours,Target Normalized Daylight Factor,Target Normalized Standard Effective Temperature,Target Normalized Predicted Mean Vote,Target Normalized Comfort Acceptance,Target Normalized Subject Condition,Toilet Break Interval,Cafe Break Intervals,Environmental Average,Circulation Average,Spatial Average,Dominant Preference,Target Node Index,Target Node Name
2,872,WEST ATRIUM,264,PEDIATRIC CLASS LAB,,Student,0.293859649122807,0.2982456140350877,0.4078947368421052,0.55,0.17,0.73,0.54,0.43,0.17,0.03,0.64,0.96,0.79,0.09,0.86,0.24,0.13,0.82,0.13,1.0,0.73,0.49,0.21,0.44,0.04,0.14,0.76,0.01,0.06,0.4014,0.3743,0.5025,Spatial Preference,268,SEMINAR
2,873,EAST ATRIUM,78,DIAGNOSTIC CLASS LAB,,Student,0.7293233082706766,0.0225563909774436,0.2481203007518796,0.26,0.51,0.55,0.45,0.97,0.25,0.17,0.91,0.85,0.06,0.35,0.7,0.9,0.52,0.35,0.46,0.62,0.05,0.12,0.46,0.5,0.71,0.99,0.05,0.83,0.49,0.4114,0.4514,0.5238,Environmental Preference,25,HK STORAGE
2,874,EAST ATRIUM,466,OPEN HUDDLE,,Student,0.2079207920792079,0.0099009900990099,0.7821782178217822,0.39,0.42,0.67,0.33,0.28,0.9,0.85,0.94,0.3,0.28,0.63,0.47,0.45,0.66,0.14,0.06,0.46,0.74,0.37,0.8,0.87,0.54,0.66,0.59,0.59,0.5,0.6529,0.5486,0.3738,Spatial Preference,254,ADL STORAGE
2,875,EAST ATRIUM,38,CLASSROOM,,Student,0.2395833333333333,0.1770833333333333,0.5833333333333334,0.49,0.3,0.0,0.6,0.39,0.22,0.57,0.97,0.56,0.74,0.34,0.64,0.21,0.06,0.79,0.07,0.98,0.8,0.26,0.24,0.41,0.06,0.32,0.29,0.07,0.9,0.34,0.3671,0.4262,Spatial Preference,545,SUPPLY/EQUIPMENT STORAGE
2,876,AUDITORIUM,248,CLASSROOM,,Student,0.5481927710843373,0.2409638554216867,0.2108433734939758,0.31,0.69,0.75,0.72,0.01,0.73,0.24,0.14,0.11,0.06,0.36,0.03,0.31,0.83,0.49,0.84,0.67,0.35,0.92,0.34,0.47,0.53,0.17,0.11,0.58,0.99,0.4129,0.4929,0.3788,Environmental Preference,25,HK STORAGE
2,877,EAST ATRIUM,32,CLASSROOM,,Student,0.2936507936507936,0.3333333333333333,0.3730158730158729,0.97,0.86,0.06,0.32,0.26,0.1,0.01,0.18,0.31,0.66,0.55,0.02,0.94,0.87,0.26,0.01,0.69,0.11,0.33,0.27,0.02,0.68,0.79,0.29,0.65,0.24,0.3557,0.3686,0.4525,Spatial Preference,632,CORRIDOR
2,878,EAST ATRIUM,439,COLLAB HUB,,Student,0.3930348258706468,0.2835820895522388,0.3233830845771144,0.63,0.2,0.27,0.68,0.78,0.36,0.03,0.38,0.43,0.94,0.14,0.11,0.39,0.42,0.84,0.64,0.98,0.34,0.88,0.6,0.4,0.29,0.79,0.18,0.44,0.81,0.4971,0.4214,0.4888,Environmental Preference,42,STAIR
2,879,EAST ATRIUM,125,RESEARCH,,Student,0.420353982300885,0.1858407079646017,0.3938053097345133,0.59,0.07,0.34,0.74,0.85,0.36,0.47,0.16,0.48,0.15,0.23,0.72,0.05,0.32,0.35,0.66,0.35,0.36,0.86,0.23,0.25,0.56,0.03,0.23,0.96,0.44,0.36,0.4886,0.37,Environmental Preference,25,HK STORAGE
2,880,EAST ATRIUM,261,RESEARCH,,Student,0.4366812227074236,0.1877729257641921,0.3755458515283842,0.96,0.05,0.5,0.36,0.59,0.68,0.09,0.02,0.88,0.52,0.94,0.16,0.37,0.64,0.25,0.77,0.93,0.5,0.47,0.45,0.65,0.46,0.49,0.35,0.31,0.27,0.4814,0.4614,0.5662,Environmental Preference,55,STAIR
2,881,ELEVATOR,259,CLASSROOM,,Student,0.3169014084507042,0.176056338028169,0.5070422535211268,0.36,0.8,0.85,0.18,0.58,0.47,0.25,0.98,0.96,0.93,0.51,0.19,0.05,0.84,0.06,0.44,0.68,0.45,0.01,0.88,0.95,0.02,0.82,0.91,0.13,0.73,0.5771,0.4986,0.4975,Spatial Preference,154,HUDDLE
2,882,EAST ATRIUM,262,RESEARCH,,Student,0.6377952755905513,0.1968503937007873,0.1653543307086614,0.67,0.09,0.87,0.0,0.6,0.34,0.14,0.97,0.83,0.79,0.2,0.41,0.18,0.44,0.84,0.29,0.7,0.26,0.76,0.71,0.48,0.88,0.2,0.47,0.96,0.79,0.5371,0.3871,0.4975,Environmental Preference,140,SEMINAR
2,883,EAST ATRIUM,516,COLLAB,,Student,0.2079646017699115,0.3495575221238938,0.4424778761061947,0.09,0.45,0.12,0.44,0.02,0.22,0.95,0.67,0.37,0.84,0.84,0.82,0.67,0.26,0.85,0.84,0.55,0.36,0.31,0.99,0.39,0.75,0.61,0.11,0.05,0.99,0.5029,0.3271,0.6862,Spatial Preference,9,BUILDING LOBBY
2,884,STAIR 04,516,COLLAB,,Student,0.2888888888888888,0.6962962962962962,0.0148148148148148,0.35,0.42,0.55,0.33,0.15,0.05,0.77,0.94,1.0,0.2,0.46,0.78,0.31,0.79,0.3,0.42,0.17,0.96,0.73,0.63,0.94,0.67,0.3,0.93,0.03,0.97,0.7371,0.3743,0.5325,Circulation Preference,236,ADMIN CORR.
2,885,EAST ATRIUM,80,CLASSROOM,,Student,0.2443181818181818,0.4090909090909091,0.3465909090909091,0.79,0.36,0.21,0.4,0.86,0.89,0.76,0.43,0.76,0.85,0.41,0.92,0.93,0.86,0.8,0.81,0.13,0.75,0.15,0.82,0.35,0.65,0.21,0.37,0.39,0.53,0.4714,0.61,0.7925,Circulation Preference,375,PUBLIC CORR.
2,886,PUBLIC CORR,421,CLASSROOM,,Student,0.3629343629343629,0.3281853281853282,0.3088803088803089,0.29,0.88,0.52,0.93,0.51,0.18,0.99,0.29,0.03,0.92,0.17,0.57,0.16,0.72,0.61,0.73,0.88,0.19,0.77,0.74,0.4,0.33,0.28,0.43,0.56,0.9,0.4486,0.6143,0.4888,Environmental Preference,25,HK STORAGE
2,887,EAST ATRIUM,153,HUDDLE,,Student,0.2180851063829787,0.3882978723404255,0.3936170212765957,0.28,0.45,0.73,0.02,0.85,0.95,0.49,0.77,0.38,0.14,0.28,0.95,0.76,0.7,0.78,0.42,0.36,0.03,0.7,0.52,0.67,0.07,0.4,0.31,0.11,0.32,0.3857,0.5386,0.5512,Spatial Preference,9,BUILDING LOBBY
2,888,EAST ATRIUM,81,COMPUTER CLASSROOM,,Student,0.3524229074889868,0.3303964757709251,0.3171806167400881,0.86,0.26,0.12,0.35,0.62,0.93,0.08,0.87,0.05,0.57,0.35,0.14,0.46,0.84,0.57,0.85,0.74,0.15,0.36,0.63,0.26,0.55,0.85,0.91,0.24,0.79,0.53,0.46,0.4787,Environmental Preference,140,SEMINAR
2,889,SEMINAR,252,CLASSROOM,,Student,0.1860465116279069,0.1550387596899224,0.6589147286821705,0.53,0.84,0.19,0.87,0.15,0.32,0.25,0.7,0.86,0.28,0.01,0.23,1.0,0.5,0.1,0.1,0.34,0.37,0.74,0.29,0.92,0.89,0.64,0.69,0.47,0.01,0.6486,0.45,0.385,Spatial Preference,617,EAST ATRIUM
2,890,PUBLIC CORR.,77,CLASSROOM,,Student,0.2248520710059171,0.3254437869822486,0.4497041420118343,0.6,0.38,0.27,0.99,0.49,0.55,0.73,0.75,0.92,0.02,0.75,0.53,0.14,0.77,0.15,0.52,0.36,0.33,0.1,0.8,0.64,0.65,0.03,0.4,0.23,0.19,0.4214,0.5729,0.475,Spatial Preference,70,ELEVATOR
2,891,ADMIN CORRIDOR,212,DIAGNOSTIC CLASS LAB STORAGE,,Student,0.0958904109589041,0.4589041095890411,0.4452054794520548,0.55,0.86,0.95,0.47,0.3,0.96,0.55,0.17,0.34,0.47,0.38,0.99,0.3,0.38,1.0,0.25,0.07,0.13,0.21,0.63,0.83,0.82,0.81,0.46,0.63,0.53,0.5557,0.6629,0.5137,Circulation Preference,237,STORAGE
2,892,EAST ATRIUM,99,CLASSROOM,,Student,0.4444444444444445,0.2393162393162393,0.3162393162393163,0.45,0.32,0.55,0.03,0.66,0.33,0.77,0.96,0.35,0.11,0.43,0.58,0.8,0.3,0.39,0.08,0.75,0.36,0.31,0.17,0.51,0.56,0.17,0.78,0.29,0.57,0.4086,0.4443,0.38,Environmental Preference,25,HK STORAGE
2,893,AUDITORIUM,31,CLASSROOM,,Student,0.2898550724637682,0.2173913043478261,0.4927536231884059,0.46,0.93,0.5,0.73,0.94,0.43,0.79,0.27,0.24,0.71,0.2,0.34,0.24,0.43,0.51,0.8,0.5,0.48,0.29,0.98,0.84,0.53,0.92,0.21,0.16,0.16,0.6071,0.6829,0.4338,Spatial Preference,435,WORKROOM / STORAGE
2,894,EXAM SUITE CORRIDOR,78,DIAGNOSTIC CLASS LAB,,Student,0.4615384615384615,0.3221153846153846,0.2163461538461538,0.61,0.22,0.45,0.15,0.86,0.2,0.66,0.54,0.38,0.58,0.18,0.99,0.6,0.17,0.15,0.79,0.56,0.04,0.92,0.6,0.5,0.88,0.73,0.55,0.42,0.29,0.6029,0.45,0.48,Environmental Preference,9,BUILDING LOBBY
2,895,ADMIN CORR.,58,CLASSROOM STORAGE,,Student,0.345679012345679,0.1049382716049382,0.5493827160493827,1.0,0.23,0.66,0.27,0.33,0.03,0.57,0.7,0.14,0.52,0.08,0.93,0.19,0.5,0.73,0.59,0.01,0.35,0.8,0.37,0.97,0.03,0.6,0.46,0.47,0.57,0.5114,0.4414,0.46,Spatial Preference,17,ELEVATOR
2,896,STAIR 04,430,HUDDLE,,Student,0.6382978723404256,0.3546099290780142,0.0070921985815602,0.6,0.16,0.84,0.9,0.93,0.38,0.41,0.65,0.2,0.58,0.73,0.16,0.01,0.7,0.91,0.22,0.67,0.2,0.66,0.4,0.74,0.53,0.33,0.05,0.09,0.61,0.4157,0.6029,0.4388,Environmental Preference,25,HK STORAGE
2,897,EXAM SUITE CORRIDOR,253,CLASSROOM,,Student,0.338403041825095,0.3422053231939164,0.3193916349809886,0.86,0.76,0.64,0.13,0.64,0.23,0.15,0.76,0.79,0.82,0.83,0.25,0.67,0.39,0.13,0.99,0.99,0.44,0.82,0.18,0.7,0.81,0.98,0.29,0.53,0.96,0.6029,0.4871,0.6088,Circulation Preference,514,ADMIN CORR.
2,898,PUBLIC CORR.,264,PEDIATRIC CLASS LAB,,Student,0.5161290322580644,0.1612903225806451,0.3225806451612902,0.75,0.2,0.99,0.02,0.7,0.1,0.54,0.18,0.12,0.32,0.15,0.74,0.09,0.93,0.78,0.13,0.23,0.78,0.44,0.69,0.67,0.21,0.7,0.67,0.69,0.08,0.5943,0.4714,0.4075,Environmental Preference,9,BUILDING LOBBY
2,899,EAST ATRIUM,516,COLLAB,,Student,0.4999999999999999,0.1483516483516483,0.3516483516483516,0.22,0.26,0.83,0.31,0.99,0.92,0.5,0.81,0.11,0.29,0.8,0.02,0.21,0.44,0.73,0.37,0.66,0.72,0.41,0.55,0.06,0.48,0.58,0.29,0.26,0.69,0.4414,0.5757,0.3712,Environmental Preference,25,HK STORAGE
2,900,AUDITORIUM,211,COLLAB,,Student,0.4964539007092198,0.0992907801418439,0.4042553191489361,0.25,0.52,0.9,0.69,0.37,0.33,0.31,0.38,0.08,0.35,0.29,0.35,0.12,0.95,0.89,0.11,0.01,0.89,0.49,0.37,0.56,0.64,0.61,0.16,0.77,0.04,0.5314,0.4814,0.3925,Environmental Preference,140,SEMINAR
2,901,AUDITORIUM,421,CLASSROOM,,Student,0.3384615384615384,0.1384615384615384,0.5230769230769231,0.57,0.36,0.19,0.24,0.58,0.01,0.33,0.45,0.97,0.09,0.65,0.91,0.09,0.08,0.41,0.15,0.65,0.24,0.22,0.39,0.03,0.38,0.32,0.71,0.21,0.47,0.3271,0.3257,0.4188,Spatial Preference,206,STAIR 03
2,902,STAIR 04,248,CLASSROOM,,Student,0.1258741258741259,0.5384615384615385,0.3356643356643357,0.06,0.96,0.02,0.93,0.54,0.35,0.4,0.92,0.06,0.33,0.82,0.77,0.53,0.5,0.01,0.39,0.17,0.93,0.09,0.64,0.01,0.87,0.25,0.08,0.96,0.23,0.41,0.4657,0.4262,Circulation Preference,53,EAST ATRIUM
2,903,STAIR 02,490,COLLAB,,Student,0.2154696132596685,0.4972375690607735,0.287292817679558,0.66,0.04,0.01,0.97,0.41,0.74,0.83,0.01,0.04,0.33,0.87,0.09,0.5,0.29,0.42,0.43,0.36,0.17,0.98,0.25,0.24,0.47,0.86,0.93,1.0,0.5,0.5571,0.5229,0.3713,Circulation Preference,234,ADMIN CORR.
2,904,PUBLIC (STAIR),211,COLLAB,,Student,0.5438596491228069,0.0175438596491228,0.4385964912280701,0.04,0.64,0.4,0.4,0.92,0.46,0.34,0.18,0.72,0.3,0.08,0.1,0.68,0.76,0.37,0.61,0.45,0.01,0.46,0.61,0.28,0.41,0.59,0.35,0.96,0.1,0.3871,0.4571,0.4525,Environmental Preference,25,HK STORAGE
2,905,EAST ATRIUM,262,RESEARCH,,Student,0.5,0.2222222222222222,0.2777777777777778,0.27,0.39,0.03,0.36,0.7,0.21,0.33,0.47,0.92,0.57,0.16,0.42,0.71,0.13,0.95,0.59,0.86,0.44,0.83,0.7,0.75,0.91,0.43,0.63,0.54,0.98,0.67,0.3271,0.5562,Environmental Preference,378,PUBLIC (STAIR)
2,906,AUDITORIUM,375,COLLAB,,Student,0.2406417112299465,0.4652406417112299,0.2941176470588235,1.0,0.44,0.4,0.09,0.25,0.44,0.21,0.4,0.05,0.14,0.47,0.97,0.56,0.42,0.54,0.95,0.2,0.22,0.62,0.9,0.24,0.02,0.72,0.16,0.78,0.37,0.4114,0.4043,0.5125,Circulation Preference,380,PUBLIC (ENTRY)
2,907,STAIR 02,248,CLASSROOM,,Student,0.4403669724770642,0.2018348623853211,0.3577981651376147,0.99,0.57,0.46,0.49,0.37,0.43,0.28,0.98,0.13,0.43,0.87,0.46,0.08,0.89,0.37,0.81,0.14,0.58,0.58,0.5,0.98,0.67,0.25,0.2,0.31,0.89,0.5371,0.5129,0.505,Environmental Preference,140,SEMINAR
2,908,EAST ATRIUM,84,CLASSROOM (30),,Student,0.0,0.6551724137931034,0.3448275862068966,0.17,0.03,0.93,0.48,0.07,0.78,0.11,0.35,0.38,0.54,0.86,0.76,0.54,0.22,0.01,0.05,0.07,0.29,0.3,0.4,0.14,0.04,0.41,0.45,0.35,0.07,0.29,0.3671,0.42,Circulation Preference,399,ADMIN CORR.
2,909,EAST ATRIUM,76,CLASSROOM,,Student,0.5288461538461539,0.3365384615384615,0.1346153846153846,0.6,0.7,0.58,0.27,0.47,0.86,0.8,0.46,0.7,0.54,0.38,0.31,0.66,0.27,0.96,1.0,0.93,0.45,0.18,0.38,0.21,0.37,0.04,0.17,0.4,0.32,0.2571,0.6114,0.6025,Environmental Preference,245,HUDDLE
2,910,PUBLIC CORR.,99,CLASSROOM,,Student,0.1889763779527559,0.1023622047244094,0.7086614173228346,0.35,0.62,0.66,0.19,0.38,0.81,0.66,0.87,0.58,0.92,0.61,0.74,0.57,0.45,0.19,0.96,0.26,0.46,0.15,0.31,0.95,0.86,0.16,0.35,0.78,0.86,0.4629,0.5243,0.6275,Spatial Preference,9,BUILDING LOBBY
2,911,EAST ATRIUM,58,CLASSROOM STORAGE,,Student,0.2843601895734597,0.3270142180094786,0.3886255924170616,0.04,0.35,0.31,0.8,0.01,0.18,0.01,0.68,0.34,0.98,0.81,0.78,0.93,0.77,0.56,0.87,0.77,0.35,0.77,0.1,0.14,0.93,0.36,0.26,0.31,0.47,0.4157,0.2429,0.755,Spatial Preference,9,BUILDING LOBBY
2,912,ADMIN CORR.,248,CLASSROOM,,Student,0.3831775700934579,0.1915887850467289,0.4252336448598131,0.27,0.44,0.25,0.86,0.81,0.77,0.69,0.47,0.15,0.72,0.06,0.04,0.66,0.69,0.43,0.31,0.51,0.4,0.48,0.59,0.63,0.48,0.93,0.79,0.68,0.02,0.6143,0.5843,0.3825,Spatial Preference,617,EAST ATRIUM
2,913,AUDITORIUM,290,HUDDLE,,Student,0.3483606557377049,0.2663934426229508,0.3852459016393442,0.9,0.44,0.08,0.99,0.04,0.49,0.97,0.5,0.61,0.09,0.36,0.92,0.43,0.06,0.66,0.04,0.36,0.57,0.08,0.5,0.37,0.83,0.66,0.16,0.29,0.72,0.4529,0.5586,0.3963,Spatial Preference,618,PUBLIC CORR.
2,914,AUDITORIUM,290,HUDDLE,,Student,0.4874371859296482,0.135678391959799,0.3768844221105528,0.65,0.93,0.95,0.71,0.19,0.87,0.68,0.91,0.65,0.38,0.42,0.83,0.53,0.16,0.46,0.07,0.63,0.26,0.2,0.14,0.83,0.8,0.57,0.3,0.89,0.74,0.4429,0.7114,0.4375,Environmental Preference,25,HK STORAGE
2,915,ADMIN CORR.,375,COLLAB,,Student,0.4054054054054054,0.1891891891891892,0.4054054054054054,0.56,0.05,0.75,0.94,0.83,0.98,0.31,0.38,0.23,0.31,0.2,0.73,0.05,0.4,0.32,0.32,0.93,0.58,0.71,0.26,0.68,0.05,0.47,0.33,0.97,0.45,0.44,0.6314,0.32,Environmental Preference,25,HK STORAGE
2,916,EAST ATRIUM,252,CLASSROOM,,Student,0.2654867256637168,0.1592920353982301,0.5752212389380532,0.19,0.59,0.83,0.89,0.08,0.84,0.02,0.27,0.66,0.66,0.26,0.56,0.08,0.57,0.9,0.27,0.2,0.6,0.26,0.92,0.18,0.16,0.51,0.58,0.58,0.65,0.4586,0.4914,0.495,Spatial Preference,166,HUDDLE
2,917,EXAM SUITE CORRIDOR,99,CLASSROOM,,Student,0.3376623376623376,0.3246753246753247,0.3376623376623376,0.33,0.84,0.13,0.17,0.24,0.77,0.49,0.19,0.32,0.25,0.11,0.66,0.06,0.87,0.06,0.16,0.71,0.49,0.84,1.0,0.32,0.88,0.47,0.99,0.9,0.82,0.7129,0.4243,0.3113,Environmental Preference,377,PUBLIC (STAIR)
2,918,PATIENT UNIT CORRIDOR,290,HUDDLE,,Student,0.4405940594059406,0.2524752475247525,0.3069306930693069,0.35,0.8,0.58,0.85,0.19,0.88,0.23,0.5,0.99,0.3,0.2,0.86,0.96,0.48,0.29,0.86,0.89,0.42,0.02,0.78,0.93,0.97,0.95,0.77,0.59,0.82,0.6914,0.5543,0.6175,Environmental Preference,377,PUBLIC (STAIR)
2,919,EAST ATRIUM,38,CLASSROOM,,Student,0.2436974789915965,0.6806722689075629,0.0756302521008403,0.88,0.58,0.71,0.86,0.28,0.63,0.97,0.37,0.67,0.73,0.71,0.21,0.83,0.18,0.2,0.88,0.77,0.84,0.41,0.5,0.56,0.03,0.58,0.02,0.52,0.14,0.42,0.7014,0.5512,Circulation Preference,231,PUBLIC CORR.
2,920,PUBLIC CORR.,38,CLASSROOM,,Student,0.0442477876106194,0.168141592920354,0.7876106194690267,0.91,0.85,0.54,0.03,0.55,0.39,0.47,0.73,0.36,0.59,0.21,0.99,0.87,0.84,0.55,0.31,0.99,0.89,0.62,0.59,0.15,0.5,0.79,0.44,0.36,0.96,0.5686,0.5343,0.59,Spatial Preference,9,BUILDING LOBBY
2,921,AUDITORIUM,264,PEDIATRIC CLASS LAB,,Student,0.0504201680672268,0.1764705882352941,0.773109243697479,0.84,0.27,0.18,0.83,0.88,0.35,0.66,0.47,0.74,0.84,0.22,0.67,0.59,0.72,0.98,0.27,0.54,0.53,0.44,0.72,0.64,0.21,0.23,0.22,0.84,0.42,0.4271,0.5729,0.6287,Spatial Preference,9,BUILDING LOBBY
2,922,PUBLIC CORR.,158,COLLAB,,Student,0.6184210526315789,0.1842105263157895,0.1973684210526315,0.81,0.55,0.67,0.53,0.38,0.57,0.79,0.44,0.04,0.53,0.84,0.23,0.13,0.4,0.32,0.89,0.99,0.35,0.32,0.82,0.57,0.71,0.64,0.31,0.28,0.23,0.5314,0.6143,0.4225,Environmental Preference,140,SEMINAR
2,923,ADMIN CORR.,253,CLASSROOM,,Student,0.2558139534883721,0.5581395348837209,0.1860465116279069,0.73,0.63,0.09,0.77,0.77,0.1,0.67,0.99,0.55,0.29,0.43,0.06,0.53,0.36,0.78,0.74,0.55,0.41,0.16,0.11,0.75,0.63,0.08,0.74,0.19,0.04,0.4114,0.5371,0.4675,Circulation Preference,600,PUBLIC CORR.
2,924,EAST ATRIUM,414,MAKERSPACE MEDIA LAB,,Student,0.6,0.2518518518518518,0.1481481481481481,0.73,0.15,0.16,0.81,0.49,0.74,0.17,0.18,0.07,0.9,0.21,0.71,0.22,0.32,0.07,0.74,0.22,0.06,0.13,0.07,0.22,0.51,0.21,0.08,0.13,0.23,0.1829,0.4643,0.405,Environmental Preference,245,HUDDLE
2,925,EAST ATRIUM,76,CLASSROOM,,Student,0.2327586206896551,0.2586206896551724,0.5086206896551724,0.61,0.58,0.55,0.92,0.92,0.82,0.04,0.81,0.62,0.26,0.37,0.98,0.67,0.87,0.79,0.5,0.23,0.1,0.37,0.43,0.43,0.86,0.02,0.06,0.62,0.58,0.3243,0.6343,0.6325,Spatial Preference,9,BUILDING LOBBY
2,926,EAST ATRIUM,83,CLASSROOM (30),,Student,0.1534391534391534,0.4497354497354497,0.3968253968253968,0.94,0.53,0.6,0.06,0.03,0.53,0.92,0.0,0.33,0.9,0.06,0.32,0.63,0.68,0.63,0.0,0.26,0.23,0.46,0.13,0.35,0.93,0.41,0.3,0.8,0.77,0.4014,0.5157,0.4438,Circulation Preference,234,ADMIN CORR.
2,927,EAST ATRIUM,106,RESEARCH,,Student,0.578125,0.390625,0.03125,0.75,0.94,0.87,0.43,0.94,0.01,0.1,0.02,0.31,0.71,0.2,0.32,0.86,0.53,0.06,0.21,0.58,0.9,0.12,0.43,0.57,0.22,0.93,0.84,0.42,0.88,0.5729,0.5771,0.4,Environmental Preference,45,VESTIBULE
2,928,EAST ATRIUM,262,RESEARCH,,Student,0.0555555555555555,0.7142857142857143,0.2301587301587301,0.88,0.81,0.61,0.14,0.1,0.63,0.6,0.17,0.49,0.02,0.81,0.4,0.6,0.8,0.09,0.89,0.7,0.41,0.89,0.38,0.62,0.95,0.1,0.74,0.76,0.79,0.5843,0.5386,0.5125,Circulation Preference,600,PUBLIC CORR.
2,929,EAST ATRIUM,228,COLLAB,,Student,0.3211009174311927,0.6788990825688074,0.0,0.85,0.47,0.79,0.08,0.99,0.64,0.96,0.77,0.56,0.51,0.04,0.73,0.24,0.53,0.14,0.75,0.14,0.89,0.59,0.93,0.33,0.07,0.89,0.13,0.1,0.51,0.5471,0.6829,0.4375,Circulation Preference,237,STORAGE
2,930,STAIR 01,439,COLLAB HUB,,Student,0.2635983263598326,0.3933054393305439,0.3430962343096234,0.07,0.41,0.59,0.25,0.67,0.51,0.84,0.39,0.95,0.81,0.4,0.14,0.76,0.13,0.81,0.24,0.4,0.61,0.33,0.28,0.79,0.52,0.75,0.25,0.18,0.46,0.5043,0.4771,0.53,Circulation Preference,514,ADMIN CORR.
2,931,EAST ATRIUM,261,RESEARCH,,Student,0.354679802955665,0.3054187192118227,0.3399014778325123,0.6,0.8,0.85,0.64,0.95,0.31,0.32,0.26,0.64,0.76,0.12,0.56,0.01,0.49,0.11,0.88,0.92,0.31,0.48,0.75,0.12,0.55,0.22,0.94,0.53,0.13,0.4814,0.6386,0.4462,Environmental Preference,55,STAIR
2,932,AUDITORIUM,252,CLASSROOM,,Student,0.1,0.3571428571428571,0.5428571428571429,0.96,0.47,0.6,0.09,0.39,0.22,0.17,0.26,0.24,0.02,0.87,0.48,0.82,0.05,0.03,0.22,0.38,0.06,0.21,0.91,0.98,0.35,0.2,0.58,0.49,0.86,0.47,0.4143,0.3412,Spatial Preference,600,PUBLIC CORR.
2,933,EAST ATRIUM,79,CLASSROOM,,Student,0.021505376344086,0.9032258064516128,0.075268817204301,0.03,0.81,0.19,0.65,0.19,0.49,0.61,0.25,0.63,0.85,0.25,0.8,0.87,0.27,0.88,0.42,0.47,0.25,0.71,0.11,0.09,0.53,0.07,0.7,0.33,0.2,0.3514,0.4243,0.6213,Circulation Preference,380,PUBLIC (ENTRY)
2,934,PATIENT UNIT CORRIDOR,79,CLASSROOM,,Student,0.2253521126760563,0.6690140845070423,0.1056338028169014,0.85,0.53,0.64,0.26,0.29,0.66,0.07,0.95,0.37,0.81,0.44,0.28,0.79,0.29,0.97,0.67,0.68,0.6,0.18,0.47,0.91,0.27,0.42,0.78,0.5,0.94,0.5186,0.4714,0.5775,Circulation Preference,53,EAST ATRIUM
2,935,EAST ATRIUM,253,CLASSROOM,,Student,0.0975609756097561,0.7804878048780488,0.1219512195121951,0.07,0.33,0.84,0.66,0.88,0.66,0.86,0.77,0.53,0.06,0.28,0.56,0.07,0.86,0.25,0.41,0.56,0.79,0.79,0.5,0.17,0.53,0.9,0.31,0.98,0.71,0.57,0.6143,0.3775,Circulation Preference,349,ADMIN CORR.
2,936,EAST ATRIUM,414,MAKERSPACE MEDIA LAB,,Student,0.4568527918781725,0.0913705583756345,0.4517766497461928,0.98,0.18,0.63,0.56,0.69,0.53,0.65,0.93,0.97,0.21,0.26,0.73,0.29,0.65,0.7,0.38,0.1,0.55,0.64,0.7,0.05,0.48,0.68,0.63,0.14,0.38,0.5329,0.6029,0.5237,Environmental Preference,140,SEMINAR
2,937,EAST ATRIUM,107,RESEARCH,,Student,0.2136752136752137,0.4102564102564102,0.3760683760683761,0.33,0.53,0.06,0.01,0.17,0.29,0.83,0.15,0.61,0.46,0.87,0.36,0.13,0.9,0.97,0.83,0.71,0.11,0.41,0.67,0.87,0.25,0.74,0.74,0.31,0.92,0.5414,0.3171,0.6412,Circulation Preference,574,ELEVATOR
2,938,STAIR 01,36,CLASSROOM,,Student,0.1633986928104575,0.5947712418300652,0.241830065359477,0.32,0.31,0.4,0.08,0.38,0.48,0.77,0.1,0.5,0.91,0.44,0.66,0.43,0.16,0.59,0.69,0.76,0.12,0.69,0.89,0.11,0.95,0.72,0.18,0.41,0.1,0.5229,0.3914,0.5475,Circulation Preference,397,PUBLIC CORR.
2,939,STAIR,58,CLASSROOM STORAGE,,Student,0.1686746987951807,0.2469879518072289,0.5843373493975904,0.15,0.12,0.34,0.2,0.62,0.06,0.61,0.17,0.13,0.71,0.77,0.71,0.09,0.68,0.82,0.75,0.19,0.06,0.02,0.08,0.73,0.15,0.29,0.49,0.1,0.66,0.26,0.3,0.5825,Spatial Preference,9,BUILDING LOBBY
2,940,SEMINAR,32,CLASSROOM,,Student,0.4345238095238095,0.1309523809523809,0.4345238095238095,0.86,0.02,0.55,0.78,0.14,0.14,0.4,0.76,0.18,0.34,0.64,0.59,0.83,0.02,0.94,0.93,0.71,0.17,0.95,0.17,0.94,0.65,0.84,0.81,0.65,0.13,0.6471,0.4129,0.5588,Environmental Preference,173,HUDDLE
2,941,EXAM SUITE CORRIDOR,78,DIAGNOSTIC CLASS LAB,,Student,0.4432989690721649,0.4639175257731959,0.0927835051546391,0.16,0.99,0.32,0.12,0.41,0.08,0.49,0.97,0.15,0.11,0.71,0.14,0.93,0.25,0.7,0.09,0.78,0.92,0.24,0.58,0.28,0.06,0.67,0.44,0.36,0.63,0.4557,0.3671,0.385,Circulation Preference,399,ADMIN CORR.
